,MaterialTecho,Habitantes/Vivienda,Fuente_Combustible,Cocina_Exclusiva,Fuente_Agua,Ubicacion_Sanitario,Dormitorios/Vivienda,Cuartos/Vivienda,Tipo_Vivienda,Familias_Usando_Cocina,Purificacion,Mal_Olor,Mal_Color,Mal_Sabor,Sedimentos,Ducha,Basura,MaterialPiso,MaterialPared,Tipo_Sanitarios,Cantidad_Sanitarios,Prevalencia
101,2.0,5.0,3.0,1.0,0.0,1.0,1.77778,3.33333,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.88889,1.0,7.0,0.0,1.0,0.77778,5.0
102,0.0,6.44444,2.0,1.0,0.0,1.0,2.66667,3.66667,1.0,1.11111,2.0,0.0,0.22222,0.0,0.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0
103,0.0,4.9,3.0,0.9,0.0,-1.0,2.3,4.3,1.0,1.0,2.0,0.0,0.1,0.0,0.0,0.6,1.0,7.0,0.0,4.0,0.5,3.0
104,0.0,6.0,4.0,0.8,0.0,1.0,2.9,4.9,1.0,1.4,2.0,0.3,0.3,0.1,0.2,0.8,1.0,3.0,2.0,1.0,1.0,3.0
105,0.0,4.21053,3.0,1.0,0.0,1.0,1.78947,3.31579,1.0,1.0,2.0,0.0,0.26316,0.05263,0.0,0.84211,1.0,3.0,0.0,1.0,0.89474,4.0
106,0.0,6.78571,2.0,1.0,0.0,1.0,2.57143,3.57143,1.0,1.5,2.0,0.0,0.07143,0.0,0.0,0.92857,1.0,3.0,2.0,1.0,0.92857,6.0
107,0.0,5.30769,2.0,1.0,0.0,1.0,2.52564,4.16667,1.0,1.23077,2.0,0.41026,0.41026,0.55128,0.44872,0.66667,1.0,3.0,2.0,1.0,1.01282,5.0
108,0.0,4.94737,3.0,1.0,0.0,1.0,2.78947,3.68421,1.0,1.0,2.0,0.0,0.0,0.0,0.05263,0.94737,1.0,3.0,2.0,1.0,1.0,4.0
109,0.0,4.92857,2.0,1.0,0.0,1.0,2.5,3.64286,1.0,1.03571,2.0,0.03571,0.57143,0.07143,0.14286,0.92857,4.0,2.0,2.0,1.0,1.0,6.0
110,0.0,4.71429,2.0,1.0,0.0,1.0,2.28571,3.14286,1.0,1.0,2.0,0.0,0.14286,0.0,0.14286,1.0,1.0,3.0,2.0,1.0,1.0,4.0
111,0.0,5.28571,3.0,1.0,0.0,1.0,2.39535,3.39535,1.0,1.16279,2.0,0.02326,0.16279,0.02326,0.16279,0.97674,1.0,3.0,2.0,1.0,1.0,5.0
112,3.0,5.13636,3.0,0.86364,0.0,1.0,2.45455,4.59091,1.0,1.09091,2.0,0.09091,0.27273,0.04545,0.0,0.90909,1.0,7.0,1.0,1.0,0.90909,4.0
113,0.0,4.78947,4.0,1.0,0.0,1.0,2.15,3.8,1.0,1.1,2.0,0.1,0.15,0.0,0.0,0.95,1.0,3.0,0.0,1.0,1.0,0.0
114,0.0,4.40741,2.0,1.0,0.0,0.0,2.7037,4.37037,1.0,1.07407,2.0,0.07407,0.14815,0.11111,0.33333,1.0,1.0,2.0,2.0,1.0,1.03704,6.0
115,0.0,4.91667,2.0,1.0,0.0,1.0,2.41667,3.33333,1.0,1.25,2.0,0.0,0.125,0.04167,0.125,0.95833,1.0,2.0,2.0,1.0,0.95833,7.0
116,0.0,3.5,2.0,0.5,0.0,0.0,1.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0
117,0.0,4.33333,3.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0
118,0.0,5.125,2.0,0.95833,0.0,1.0,2.75,4.625,1.0,1.125,2.0,0.04167,0.33333,0.25,0.45833,0.95833,1.0,3.0,2.0,1.0,1.0,2.0
119,3.0,3.5,2.0,0.5,0.0,1.0,2.0,3.5,1.0,1.0,2.0,0.5,0.5,0.0,0.0,1.0,1.0,7.0,1.0,1.0,1.0,9.0
120,3.0,3.95833,2.0,0.95833,0.0,1.0,1.91667,2.97222,1.0,1.0,2.0,0.0,0.55556,0.0,0.0,0.91667,1.0,3.0,2.0,1.0,1.0,4.0
121,0.0,4.375,2.0,1.0,0.0,1.0,2.625,3.5,1.0,1.0,2.0,0.0,0.0,0.125,0.0,1.0,1.0,3.0,2.0,1.0,1.0,6.0
122,0.0,4.0,3.0,1.0,0.0,1.0,2.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,9.0
123,0.0,3.7,2.0,1.0,0.0,0.0,2.09091,3.81818,1.0,1.0,2.0,0.0,0.09091,0.0,0.36364,1.0,1.0,2.0,2.0,1.0,1.0,0.0
124,2.0,5.5,3.0,1.0,0.0,1.0,2.25,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0
125,0.0,5.42857,2.0,1.0,0.0,1.0,2.42857,3.57143,1.0,1.14286,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,6.0
126,0.0,5.25,3.0,1.0,0.0,1.0,2.0,4.625,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,6.0
127,3.0,4.15385,2.0,0.84615,0.0,1.0,1.84615,3.61538,1.0,1.0,2.0,0.0,0.07692,0.0,0.07692,1.0,1.0,3.0,1.0,1.0,1.0,5.0
128,0.0,5.88889,3.0,0.83333,0.0,1.0,2.5,4.05556,0.0,1.11111,2.0,0.0,0.27778,0.05556,0.38889,0.61111,1.0,3.0,1.0,0.0,0.83333,7.0
129,0.0,3.57143,2.0,0.98571,0.0,1.0,1.9,3.04286,1.0,1.05714,2.0,0.00714,0.53571,0.01429,0.15,0.99286,1.0,3.0,2.0,1.0,1.0,6.0
130,3.0,5.05,3.0,1.0,0.0,0.0,2.0,3.55,0.0,1.0,2.0,0.0,0.0,0.0,0.7,0.85,1.0,3.0,1.0,0.0,0.9,2.0
131,0.0,4.0,3.0,1.0,0.0,1.0,1.83333,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,0.83333,7.0
132,0.0,4.75,4.0,1.0,0.0,1.0,2.125,4.0,1.0,1.25,2.0,0.125,0.125,0.0,0.0,0.75,1.0,7.0,0.0,1.0,1.0,6.0
133,3.0,5.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,9.0
134,0.0,4.64286,2.0,1.0,0.0,0.0,2.14286,3.14286,1.0,1.0,2.0,0.0,0.42857,0.14286,0.07143,1.0,1.0,3.0,2.0,1.0,1.0,4.0
135,0.0,5.125,2.0,1.0,0.0,1.0,2.0,3.25,1.0,1.0,2.0,0.0,0.25,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,6.0
136,0.0,4.25,3.0,1.0,0.0,1.0,1.875,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.25,1.0,1.0,7.0,0.0,1.0,1.0,8.0
137,3.0,4.83333,3.0,1.0,0.0,1.0,2.08333,3.5,1.0,1.0,2.0,0.0,0.25,0.08333,0.0,0.83333,1.0,3.0,0.0,1.0,0.91667,6.0
138,0.0,4.78571,2.0,0.96429,0.0,0.0,2.64286,4.35714,1.0,1.0,2.0,0.07143,0.25,0.03571,0.10714,0.92857,1.0,3.0,2.0,1.0,1.0,5.0
139,0.0,4.5,4.0,0.5,0.0,0.0,2.5,4.5,0.0,2.5,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0
140,0.0,6.0,3.0,1.0,0.0,1.0,2.16667,4.83333,0.0,1.0,2.0,0.0,0.33333,0.0,0.33333,1.0,1.0,7.0,0.0,1.0,1.0,7.0
141,0.0,4.37975,2.0,0.98734,0.0,1.0,2.01266,2.98734,1.0,1.0,2.0,0.02532,0.29114,0.0,0.16456,0.98734,1.0,3.0,2.0,1.0,1.01266,6.0
142,3.0,4.66667,2.0,0.9697,0.0,1.0,2.21212,3.51515,0.0,1.09091,2.0,0.0,0.0303,0.06061,0.66667,0.9697,4.0,3.0,1.0,0.0,1.0303,4.0
143,0.0,4.86667,2.0,1.0,0.0,0.0,3.0,5.33333,1.0,1.06667,4.0,0.0,0.06667,0.0,0.66667,1.0,4.0,3.0,2.0,0.0,1.06667,4.0
144,3.0,5.54054,3.0,0.97297,0.0,1.0,2.27027,4.02703,0.0,1.08108,2.0,0.0,0.05405,0.0,0.35135,0.89189,2.0,3.0,1.0,0.0,0.91892,7.0
145,0.0,5.0,3.0,0.9375,0.0,1.0,1.8125,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.9375,2.0,3.0,2.0,0.0,0.875,5.0
146,2.0,5.0,3.0,1.0,0.0,1.0,2.0,3.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,9.0
147,0.0,3.90909,3.0,1.0,0.0,1.0,2.0,3.27273,1.0,1.0,2.0,0.0,0.09091,0.18182,0.0,0.90909,0.0,3.0,2.0,1.0,1.0,4.0
148,0.0,4.61538,3.0,0.96154,0.0,-1.0,2.11538,3.26923,1.0,1.0,2.0,0.07692,0.07692,0.0,0.15385,0.61538,1.0,7.0,0.0,4.0,0.53846,5.0
149,2.0,9.0,5.0,0.0,0.0,1.0,3.0,5.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,9.0
150,0.0,4.75,3.0,0.83333,0.0,1.0,2.16667,4.16667,1.0,1.0,2.0,0.0,0.33333,0.08333,0.0,0.83333,1.0,3.0,2.0,1.0,0.91667,5.0
151,2.0,4.66667,3.0,1.0,0.0,1.0,2.16667,5.16667,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,5.0
152,0.0,5.22727,3.0,1.0,0.0,1.0,1.90909,4.31818,1.0,1.13636,2.0,0.04545,0.22727,0.09091,0.18182,0.95455,1.0,7.0,0.0,1.0,0.90909,6.0
153,0.0,3.71429,3.0,0.92857,0.0,1.0,1.71429,4.28571,1.0,1.0,2.0,0.0,0.07143,0.07143,0.07143,0.92857,1.0,3.0,0.0,1.0,0.92857,6.0
154,0.0,5.5,3.0,1.0,0.0,1.0,2.5,4.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,9.0
155,3.0,4.68116,3.0,0.78261,0.0,1.0,2.3913,4.21739,1.0,1.01449,4.0,0.01449,0.05797,0.02899,0.2029,0.85507,1.0,3.0,1.0,1.0,0.98438,2.0
156,0.0,6.0,4.0,1.0,0.0,1.0,2.66667,3.33333,1.0,1.66667,2.0,0.0,0.33333,0.0,0.33333,1.0,1.0,3.0,2.0,1.0,1.0,5.0
157,3.0,3.8,3.0,0.95,0.0,1.0,2.2,3.9,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.95,1.0,3.0,1.0,1.0,1.0,2.0
158,0.0,4.85,2.0,0.9,0.0,1.0,2.3,3.25,1.0,1.15,2.0,0.1,0.5,0.1,0.25,0.9,1.0,3.0,2.0,1.0,1.0,7.0
159,3.0,4.28,3.0,0.84,0.0,1.0,1.52,2.52,1.0,1.0,2.0,0.0,0.24,0.0,0.24,0.8,1.0,7.0,1.0,1.0,0.95455,6.0
160,0.0,6.58621,2.0,0.86207,0.0,0.0,2.48276,4.31034,1.0,1.06897,2.0,0.03448,0.13793,0.06897,0.03448,0.86207,2.0,3.0,2.0,1.0,1.06897,5.0
161,0.0,4.81481,4.0,1.0,0.0,1.0,2.62963,4.37037,1.0,1.07407,2.0,0.14815,0.40741,0.07407,0.25926,1.0,1.0,2.0,0.0,1.0,1.07407,6.0
162,3.0,6.0,4.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,1.0,9.0
163,0.0,5.66667,2.0,1.0,0.0,1.0,2.95238,3.52381,1.0,1.19048,4.0,0.0,0.52381,0.04762,0.09524,0.85714,1.0,3.0,5.0,1.0,0.95238,8.0
164,0.0,6.5625,3.0,1.0,0.0,1.0,2.5625,4.5625,0.0,1.0625,2.0,0.0625,0.375,0.0625,0.0,0.625,1.0,7.0,1.0,1.0,1.0,6.0
165,0.0,3.6,3.0,1.0,0.0,1.0,2.0,4.6,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,4.0
166,0.0,5.0,2.0,1.0,0.0,0.0,2.25,4.5,1.0,1.0,2.0,0.0,0.25,0.0,0.25,1.0,1.0,2.0,2.0,1.0,1.0,9.0
167,0.0,4.0,3.0,1.0,0.0,1.0,1.75,4.25,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,9.0
168,0.0,4.95833,3.0,1.0,0.0,1.0,2.66667,3.95833,0.0,1.04167,2.0,0.0,0.04167,0.04167,0.0,0.875,1.0,3.0,1.0,0.0,0.875,8.0
169,0.0,5.0,3.0,1.0,0.0,1.0,2.8,4.8,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0
170,2.0,3.88889,3.0,1.0,0.0,1.0,1.77778,4.77778,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,5.0
171,0.0,5.4,2.0,1.0,0.0,1.0,2.4,4.6,1.0,1.06667,2.0,0.0,0.26667,0.0,0.66667,0.86667,1.0,3.0,2.0,1.0,1.0,4.0
172,0.0,4.4,3.0,1.0,0.0,0.0,2.0,4.8,1.0,1.0,2.0,0.0,0.4,0.0,0.4,1.0,1.0,3.0,0.0,1.0,1.0,4.0
173,0.0,7.0,3.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0
174,0.0,7.06667,2.0,0.93333,0.0,1.0,2.06667,3.73333,1.0,1.06667,2.0,0.06667,0.2,0.13333,0.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0
175,0.0,4.46154,2.0,0.92308,0.0,1.0,2.15385,2.76923,1.0,1.15385,2.0,0.15385,0.46154,0.07692,0.0,0.84615,1.0,3.0,2.0,1.0,1.0,4.0
176,0.0,4.53846,2.0,1.0,0.0,0.0,2.53846,4.38462,1.0,1.0,2.0,0.15385,0.23077,0.38462,0.23077,1.0,4.0,3.0,2.0,0.0,1.07692,5.0
177,0.0,6.26087,3.0,1.0,0.0,0.0,2.21739,3.69565,0.0,1.17391,4.0,0.0,0.08696,0.0,0.69565,0.95652,2.0,3.0,1.0,0.0,0.91304,9.0
178,0.0,4.5,3.0,1.0,0.0,1.0,2.33333,4.38889,1.0,1.0,2.0,0.11111,0.11111,0.05556,0.61111,0.94444,1.0,3.0,2.0,1.0,1.0,2.0
179,0.0,3.66667,3.0,1.0,0.0,1.0,2.33333,4.33333,1.0,1.0,2.0,0.0,0.0,0.0,0.33333,1.0,1.0,3.0,1.0,1.0,1.0,1.0
180,2.0,6.0,3.0,1.0,0.0,1.0,2.16667,5.0,1.0,1.0,2.0,0.08333,0.75,0.08333,1.0,1.0,1.0,3.0,2.0,1.0,1.0,6.0
181,0.0,5.0,2.0,0.8,0.0,1.0,3.0,5.6,1.0,1.4,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0
182,3.0,4.5,2.0,1.0,0.0,1.0,2.07143,2.71429,1.0,1.0,2.0,0.14286,0.28571,0.07143,0.07143,0.92857,1.0,3.0,5.0,2.0,1.0,6.0
183,0.0,5.33333,2.0,1.0,0.0,0.0,2.88889,4.33333,1.0,1.0,2.0,0.22222,0.22222,0.44444,0.0,1.0,1.0,3.0,2.0,1.0,1.0,7.0
184,3.0,5.27273,4.0,0.54545,0.0,1.0,3.45455,6.0,1.0,1.0,4.0,0.09091,0.72727,0.0,0.36364,0.63636,1.0,3.0,1.0,1.0,0.63636,3.0
185,3.0,4.0,2.0,1.0,0.0,0.0,2.25,3.25,1.0,1.0,2.0,0.0,0.75,0.0,0.5,1.0,4.0,3.0,2.0,0.0,0.75,3.0
186,0.0,6.45946,3.0,0.94595,0.0,1.0,2.37838,3.86486,1.0,1.02703,2.0,0.0,0.05405,0.0,0.05405,0.72973,1.0,7.0,0.0,1.0,0.81081,5.0
187,3.0,5.20312,3.0,0.76562,0.0,1.0,2.59375,4.5,1.0,1.01562,5.0,0.0,0.07812,0.0,0.21875,0.89062,1.0,3.0,1.0,1.0,1.0,5.0
188,0.0,5.22727,2.0,1.0,0.0,1.0,2.5,4.5,1.0,1.0,2.0,0.09091,0.04545,0.09091,0.63636,1.0,1.0,3.0,2.0,1.0,1.0,6.0
189,0.0,7.5,2.0,1.0,0.0,0.0,2.0,3.5,1.0,1.5,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,9.0
190,0.0,4.5,2.0,1.0,0.0,0.0,2.4375,3.8125,1.0,1.1875,2.0,0.0,0.0625,0.0,0.625,1.0,4.0,3.0,2.0,0.0,1.0625,6.0
191,0.0,4.0,2.0,0.92,0.0,1.0,2.52,3.44,1.0,1.12,2.0,0.04,0.08,0.24,0.0,1.0,0.0,3.0,2.0,1.0,1.0,5.0
192,0.0,5.28571,2.0,0.94286,0.0,1.0,2.82857,4.45714,1.0,1.05714,2.0,0.05714,0.11429,0.08571,0.14286,0.65714,1.0,3.0,2.0,1.0,1.0,6.0
193,0.0,5.26866,3.0,0.9403,0.0,1.0,2.49254,3.41791,1.0,1.01493,2.0,0.01493,0.20896,0.01493,0.10448,0.98507,1.0,3.0,2.0,1.0,1.0,4.0
194,0.0,4.5,3.0,0.875,0.0,1.0,2.5,4.375,1.0,1.0,2.0,0.5,0.625,0.5,0.0,0.625,0.0,7.0,2.0,1.0,1.0,3.0
195,0.0,4.0,3.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,1.0,1.0,9.0
196,0.0,4.0,3.0,1.0,0.0,0.0,2.5,4.5,1.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,1.0,3.0,2.0,1.0,1.0,3.0
197,0.0,5.09259,2.0,1.0,0.0,1.0,2.53704,3.03704,1.0,1.33333,2.0,0.03704,0.09259,0.0,0.09259,0.98148,1.0,3.0,2.0,1.0,1.03704,7.0
198,2.0,5.75,2.0,1.0,0.0,1.0,2.25,3.25,1.0,1.0,2.0,0.0,0.5,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,9.0
199,0.0,5.14286,4.0,1.0,0.0,1.0,2.28571,3.42857,1.0,1.0,2.0,0.0,0.28571,0.0,0.42857,1.0,1.0,7.0,1.0,1.0,1.0,4.0
200,0.0,5.06667,2.0,0.93333,0.0,1.0,2.26667,3.16667,1.0,1.13333,2.0,0.03333,0.16667,0.0,0.06667,0.93333,1.0,3.0,2.0,1.0,1.03333,4.0
201,3.0,7.2,4.0,0.8,0.0,-1.0,2.6,4.0,1.0,1.0,2.0,0.0,0.2,0.0,0.0,0.4,1.0,7.0,0.0,4.0,0.0,2.0
202,0.0,4.42857,4.0,1.0,0.0,1.0,2.35714,3.92857,1.0,1.0,2.0,0.0,0.28571,0.0,0.07143,0.92857,1.0,7.0,0.0,1.0,0.92857,6.0
